Address,subdiv.x,treat,eoc_diff,sold,fname,htype,hstatus,harea,lp,address,taxloc,city,county,high,total_hla,unheated_sqft,add_sqft,beds,baths,main_hla,main_un,upper_hla,upper_un,lower_hla,lower_un,bsmt_hla,bsmt_un,third_hla,third_un,new_construct,year_built,elem,middle,high__1,dimension,acres,tax_value,zoning,htype__1,style,exterior,parking,driveway,fireplace,fireplace_loc,floor,windows,water,hvac,heater,sp,sold__1,sold2,sold3,subdiv
3810SELWYNFARMS1,Selwyn Farms,2,-19.83,2003-02-26T00:00:00Z,listings_data/203207.html,Condo/Townhouse,Sold,41426,139900,3810 SELWYN FARMS 1,Charlotte,"CHARLOTTE,28209-",Mecklenburg,Unknown,1161,0,NA,2,41306,0,0,0,0,0,0,0,0,NA,NA,No,1984,Unknown,Unknown,Unknown,NA,0,100300,R17 MF,Garden,Traditional,Wood,2 Parking Spaces,NA,Yes,Great Room,"Parquet, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,139900,2003-02-26T00:00:00Z,2262003,2013-02-03T00:00:00Z,NA
3810SELWYNFARMS1,NA,2,-19.83,2005-07-15T00:00:00Z,listings_data/516676.html,Condo/Townhouse,Sold,41426,154900,3810 Selwyn Farms 1,Charlotte,"Charlotte,NC28209",Mecklenburg,Olympic,1091,0,0,2,41306,1091,0,0,0,0,0,0,0,NA,NA,No,1984,Sedgefield,Sedgefield,Olympic,NA,0,134600,R-12MF,Garden,Traditional,Wood,Other,None,Yes,Great Room,"Ceramic Tile, Laminate, Parquet, Vinyl / Linoleum, Wall-to wall Carpet",Storm Window(s),"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,152500,2005-07-15T00:00:00Z,7152005,2013-07-05T00:00:00Z,Selwyn Farms
3810SELWYNFARMS3,Selwyn Farms,NA,-19.83,2002-09-30T00:00:00Z,listings_data/177680.html,Condo/Townhouse,Sold,41426,1.75E+05,3810 SELWYN FARMS 3,Charlotte,"CHARLOTTE,28209-",Mecklenburg,Unknown,1548,30,NA,2,41334,876,30,672,0,0,0,0,0,NA,NA,No,1984,Unknown,Unknown,Unknown,NA,0,123420,R17MF,2 Story,Traditional,Wood,2 Parking Spaces,NA,Yes,Living Room,"Wood, Parquet, Wall-to wall Carpet, Vinyl / Linoleum","Storm Door(s), Storm Window(s)","City Water, City Sewer","Central Air, Electric Hot Air",Electric,1.72E+05,2002-09-30T00:00:00Z,9302002,2013-09-02T00:00:00Z,NA
3810SELWYNFARMS3,NA,2,-19.83,2005-03-11T00:00:00Z,listings_data/470426.html,Condo/Townhouse,Sold,41426,175900,3810 Selwyn Farms 3,Mecklenbrg,"Charlotte,NC28209",Mecklenburg,Olympic,1548,0,30,2,41334,876,0,672,0,0,0,0,0,NA,NA,No,1984,Sedgefield,Sedgefield,Olympic,NA,0,1.60E+05,R100,2 Story,NA,Wood,2 Parking Spaces,NA,Yes,"Gas Logs, Living Room","Ceramic Tile, Parquet, Vinyl / Linoleum, Wall-to wall Carpet, Wood","Insulated Windows, Storm Door(s)","City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.70E+05,2005-03-11T00:00:00Z,3112005,2013-03-05T00:00:00Z,Selwyn Farms
3810SELWYNFARMSLN4,NA,2,-19.83,2006-08-07T00:00:00Z,listings_data/603627.html,Condo/Townhouse,Sold,41426,1.58E+05,3810 Selwyn Farms LN 4,Mecklenburg,"Charlotte,NC28209",Mecklenburg,Olympic,1091,0,200,2,41306,1091,0,0,0,0,0,0,0,NA,NA,No,1984,Sedgefield,Sedgefield,Olympic,NA,0,133700,r17mf,Patio,Traditional,Wood,Street / Lot,None,Yes,Great Room,"Ceramic Tile, Laminate, Prefinished Wood, Wall-to wall Carpet",Storm Door(s),"City Sewer, City Water","Central Air, Heat Pump - AC, Heat Pump - Heat",Electric,1.55E+05,2006-08-07T00:00:00Z,8072006,2013-08-06T00:00:00Z,Selwyn Farms
3810SELWYNFARMSLN4,NA,2,-19.83,2009-05-29T00:00:00Z,listings_data/837830.html,Condo/Townhouse,Sold,41426,1.82E+05,3810 Selwyn Farms LN 4,Mecklenburg,"Charlotte,NC28209",Mecklenburg,NA,1091,0,NA,2,41306,1091,0,0,0,0,0,0,0,0,0,No,1984,Sedgefield,Sedgefield,NA,NA,0,133700,R17mf,Patio,NA,Wood,2 Parking Spaces,NA,Yes,"Gas Logs, Great Room","Ceramic Tile, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.76E+05,2009-05-29T00:00:00Z,5292009,2013-05-09T00:00:00Z,Selwyn Farms
400CLARICEAVE165,Elizabeth,1,32.3,2001-08-24T00:00:00Z,listings_data/117645.html,Condo/Townhouse,Sold,41365,159900,400 CLARICE AVE 165,Charlotte,"CHARLOTTE,28204",Mecklenburg,West Charlotte,1200,0,16,2,41306,400,0,400,0,400,0,0,0,NA,NA,Yes,2.00E+03,Eastover,Alexander Graham,West Charlotte,NA,0,167900,UR2-CD,Other,Other,Brick Veneer Full,"Street / Lot, 2 Parking Spaces, Other",NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,1.59E+05,2001-08-24T00:00:00Z,8242001,2013-08-01T00:00:00Z,NA
400CLARICEAVE165,Elizabeth,1,32.3,2001-08-24T00:00:00Z,listings_data/117645.html,Condo/Townhouse,Sold,41365,159900,400 CLARICE AVE 165,Charlotte,"CHARLOTTE,28204",Mecklenburg,West Charlotte,1200,0,16,2,41306,400,0,400,0,400,0,0,0,NA,NA,Yes,2.00E+03,Eastover,Alexander Graham,West Charlotte,NA,0,167900,UR2-CD,Other,Other,Brick Veneer Full,"Street / Lot, 2 Parking Spaces, Other",NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,1.59E+05,2001-08-24T00:00:00Z,8242001,2013-08-01T00:00:00Z,NA
400CLARICEAVE165,NA,1,32.3,2005-07-26T00:00:00Z,listings_data/522235.html,Condo/Townhouse,Sold,41365,194900,400 Clarice AVE 165,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,1239,0,0,2,41306,413,0,413,0,413,0,0,0,NA,NA,No,2.00E+03,NA,NA,NA,NA,0,1.71E+05,Ur2cd,3 Story,NA,Brick Veneer Full,2 Parking Spaces,Concrete,No,NA,NA,Insulated Windows,"City Sewer, City Water",Central Air,Electric,195900,2005-07-26T00:00:00Z,7262005,2013-07-05T00:00:00Z,Elizabeth
400CLARICEAVE165,NA,1,32.3,2007-10-05T00:00:00Z,listings_data/701451.html,Condo/Townhouse,Sold,41365,234900,400 Clarice AVE 165,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1200,0,NA,2,41306,400,0,400,0,400,0,0,0,0,0,No,2.00E+03,Eastover,Alexander Graham,Myers Park,NA,0,1.71E+05,Ur2cd,3 Story,Transitional,Brick Veneer Full,2 Parking Spaces,Concrete,No,NA,"Ceramic Tile, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air, MultiZone A/C",Electric,2.25E+05,2007-10-05T00:00:00Z,10052007,2013-10-07T00:00:00Z,Elizabeth
400CLARICEAVE170,NA,1,32.3,2001-08-30T00:00:00Z,listings_data/117647.html,Condo/Townhouse,Sold,41365,159900,400 CLARICE AVE 170,Charlotte,"CHARLOTTE,28204",Mecklenburg,West Charlotte,1200,0,16,2,41306,400,0,400,0,400,0,0,0,NA,NA,Yes,2.00E+03,Eastover,Alexander Graham,West Charlotte,NA,0,169900,UR2-CD,Other,Other,Brick Veneer Full,"Street / Lot, 1 Parking Space",NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,1.57E+05,2001-08-30T00:00:00Z,8302001,2013-08-01T00:00:00Z,NA
400CLARICEAVE170,NA,1,32.3,2003-08-12T00:00:00Z,listings_data/224996.html,Condo/Townhouse,Sold,41365,184500,400 CLARICE AVE 170,Charlotte,"CHARLOTTE,28204-",Mecklenburg,Unknown,1200,0,NA,2,41306,0,0,0,0,0,0,0,0,NA,NA,No,2.00E+03,Unknown,Unknown,Unknown,NA,0,1.71E+05,UR2CD,2 Story,Traditional,Brick Veneer Full,"Street / Lot, 1 Parking Space",NA,No,NA,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Gas Hot Air, Gas Water Heater",Gas,1.76E+05,2003-08-12T00:00:00Z,8122003,2013-08-03T00:00:00Z,NA
400CLARICEAVE175,NA,1,32.3,2005-07-15T00:00:00Z,listings_data/521772.html,Condo/Townhouse,Sold,41365,209900,400 Clarice AVE 175,Charlotte,"CHARLOTTE,NC28204",MECKLENBURG,Myers Park,1207,0,0,2,41306,0,0,0,0,0,0,0,0,NA,NA,No,2.00E+03,Eastover,Alexander Graham,Myers Park,NA,0,177100,RES,Mid-Rise,Contemporary,Brick Veneer Full,Street / Lot,Asphalt,Yes,"Gas Logs, Great Room","Ceramic Tile, Prefinished Wood, Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",21005,2.04E+05,2005-07-15T00:00:00Z,7152005,2013-07-05T00:00:00Z,None
400CLARICEAVE175,NA,1,32.3,2009-06-26T00:00:00Z,listings_data/858166.html,Condo/Townhouse,Sold,41365,2.15E+05,400 Clarice AVE 175,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1200,0,0,2,41306,600,0,600,0,0,0,0,0,0,0,No,2.00E+03,Eastover,Alexander Graham,Myers Park,NA,0,177100,Ur2cd,2 Story,Transitional,Brick Veneer Full,"1 Parking Space, Street / Lot",Shared,Yes,Great Room,"Ceramic Tile, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Electric,2.10E+05,2009-06-26T00:00:00Z,6262009,2013-06-09T00:00:00Z,None
400CLARICEAVE190,NA,1,32.3,2001-05-31T00:00:00Z,listings_data/108274.html,Condo/Townhouse,Sold,41365,177900,400 CLARICE AVE 190,Charlotte,"CHARLOTTE,28204",Mecklenburg,West Charlotte,1251,20,NA,2,41306,625,20,625,0,0,0,0,0,NA,NA,Yes,2.00E+03,Eastover,Alexander Graham,West Charlotte,NA,0,177900,UR2-CD,Other,Other,Brick Veneer Full,1 Parking Space,NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,1.77E+05,2001-05-31T00:00:00Z,5312001,2013-05-01T00:00:00Z,NA
400CLARICEAVE190,NA,1,32.3,2005-07-29T00:00:00Z,listings_data/528388.html,Condo/Townhouse,Sold,41365,215900,400 Clarice AVE 190,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,1207,0,NA,2,41306,1207,0,0,0,0,0,0,0,NA,NA,No,2.00E+03,NA,NA,NA,NA,0,177100,R300,Mid-Rise,Transitional,Brick Veneer Full,Street / Lot,Asphalt,Yes,"Gas Logs, Great Room","Ceramic Tile, Prefinished Wood, Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Electric,216400,2005-07-29T00:00:00Z,7292005,2013-07-05T00:00:00Z,NA
400CLARICEAVE345,Elizabeth,1,32.3,2001-08-30T00:00:00Z,listings_data/117650.html,Condo/Townhouse,Sold,41365,173900,400 CLARICE AVE 345,Charlotte,"CHARLOTTE,28204",Mecklenburg,West Charlotte,1285,0,NA,2,41306,1285,0,0,0,0,0,0,0,NA,NA,Yes,2.00E+03,Eastover,Alexander Graham,West Charlotte,NA,0,179900,UR2-CD,Other,Other,Brick Veneer Full,1 Parking Space,NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,1.70E+05,2001-08-30T00:00:00Z,8302001,2013-08-01T00:00:00Z,NA
400CLARICEAVE345,Elizabeth,1,32.3,2001-08-30T00:00:00Z,listings_data/117650.html,Condo/Townhouse,Sold,41365,173900,400 CLARICE AVE 345,Charlotte,"CHARLOTTE,28204",Mecklenburg,West Charlotte,1285,0,NA,2,41306,1285,0,0,0,0,0,0,0,NA,NA,Yes,2.00E+03,Eastover,Alexander Graham,West Charlotte,NA,0,179900,UR2-CD,Other,Other,Brick Veneer Full,1 Parking Space,NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,1.70E+05,2001-08-30T00:00:00Z,8302001,2013-08-01T00:00:00Z,NA
400CLARICEAVE345,NA,1,32.3,2004-06-24T00:00:00Z,listings_data/444082.html,Condo/Townhouse,Sold,41365,187900,400 Clarice AVE 345,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,1285,0,NA,2,41306,1285,0,0,0,0,0,0,0,NA,NA,No,2.00E+03,NA,NA,NA,NA,0,179700,R3,Mid-Rise,NA,Brick Veneer Full,Street / Lot,NA,No,NA,"Ceramic Tile, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.80E+05,2004-06-24T00:00:00Z,6242004,2013-06-04T00:00:00Z,Elizabeth
400CLARICEAVE345,NA,1,32.3,2006-05-12T00:00:00Z,listings_data/570830.html,Condo/Townhouse,Sold,41365,219500,400 Clarice AVE 345,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1231,0,NA,2,41306,1231,0,0,0,0,0,0,0,NA,NA,No,2.00E+03,Eastover,Alexander Graham,Myers Park,NA,0,179700,Ur2cd,Mid-Rise,Transitional,Brick Veneer Full,Street / Lot,Asphalt,Yes,"Gas Logs, Great Room","Prefinished Wood, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",21005,2.15E+05,2006-05-12T00:00:00Z,5122006,2013-05-06T00:00:00Z,Elizabeth
404LAURELAVE19,NA,1,32.3,2003-10-17T00:00:00Z,listings_data/218548.html,Condo/Townhouse,Sold,41365,154900,404 LAUREL AVE 19,Charlotte,"CHARLOTTE,28204-",Mecklenburg,West Charlotte,1121,0,NA,1,41275,1121,0,0,0,0,0,0,0,NA,NA,No,1998,Eastover,Alexander Graham,West Charlotte,NA,0,143300,R22MF,Tri-Level,Contemporary,"Brick Veneer Partial, Fiber Cement",Parking Gar,NA,No,NA,"Wood, Ceramic Tile",NA,"City Water, City Sewer",Heat Pump - AC,Electric,1.52E+05,2003-10-17T00:00:00Z,10172003,2013-10-03T00:00:00Z,NA
404LAURELAVE19,NA,1,32.3,2006-09-28T00:00:00Z,listings_data/617306.html,Condo/Townhouse,Sold,41365,1.78E+05,404 Laurel AVE 19,Charlotte,"CHARLOTTE,NC28204",MECKLENBURG,Myers Park,1121,0,0,1,41275,1121,0,0,0,0,0,0,0,NA,NA,No,1998,Eastover,Alexander Graham,Myers Park,NA,0,0,03-CD,Mid-Rise,Transitional,"Brick Veneer Full, Concrete Block, Wood","Keypad Entry, Other, Parking Gar","Asphalt, Concrete",No,NA,"Ceramic Tile, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.78E+05,2006-09-28T00:00:00Z,9282006,2013-09-06T00:00:00Z,None
404LAURELAVE2,Elizabeth,1,32.3,2001-10-15T00:00:00Z,listings_data/115764.html,Condo/Townhouse,Sold,41365,144900,404 LAUREL AVE 2,Charlotte,"CHARLOTTE,28204",Mecklenburg,West Charlotte,1039,0,NA,1,41275,1039,0,0,0,0,0,0,0,NA,NA,No,1998,Eastover,Alexander Graham,West Charlotte,NA,0,111330,036D,Mid-Rise,Transitional,Brick Veneer Partial,Parking Gar,NA,No,NA,Wood,NA,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,140500,2001-10-15T00:00:00Z,10152001,2013-10-01T00:00:00Z,NA
404LAURELAVE2,Elizabeth,1,32.3,2001-10-15T00:00:00Z,listings_data/115764.html,Condo/Townhouse,Sold,41365,144900,404 LAUREL AVE 2,Charlotte,"CHARLOTTE,28204",Mecklenburg,West Charlotte,1039,0,NA,1,41275,1039,0,0,0,0,0,0,0,NA,NA,No,1998,Eastover,Alexander Graham,West Charlotte,NA,0,111330,036D,Mid-Rise,Transitional,Brick Veneer Partial,Parking Gar,NA,No,NA,Wood,NA,"City Water, City Sewer","Central Air, Heat Pump - AC",Electric,140500,2001-10-15T00:00:00Z,10152001,2013-10-01T00:00:00Z,NA
404LAURELAVE2,NA,1,32.3,2004-05-11T00:00:00Z,listings_data/441040.html,Condo/Townhouse,Sold,41365,152900,404 Laurel AVE 2,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1014,0,NA,1,41275,1014,0,0,0,0,0,0,0,NA,NA,No,1998,Eastover,Alexander Graham,Myers Park,NA,0,134400,R01,Mid-Rise,Transitional,Brick Veneer Partial,"1 Car Garage, Street / Lot",Asphalt,No,NA,"Vinyl / Linoleum, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - AC",Electric,152900,2004-05-11T00:00:00Z,5112004,2013-05-04T00:00:00Z,Elizabeth
404LAURELAVE2,NA,1,32.3,2007-07-25T00:00:00Z,listings_data/686768.html,Condo/Townhouse,Sold,41365,192900,404 Laurel AVE 2,Charlotte,"Charlotte,NC28204",Mecklenburg,Unknown,1042,0,NA,1,41275,1042,0,0,0,0,0,0,0,0,0,No,1998,None,None,Unknown,NA,0,134400,O2,Mid-Rise,Transitional,Brick Veneer Partial,"1 Car Garage, Street / Lot",Asphalt,No,NA,"Ceramic Tile, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Heat Pump - AC",Electric,191500,2007-07-25T00:00:00Z,7252007,2013-07-07T00:00:00Z,Elizabeth
